,ICC1,ICC2,ICC3,ICC1k,ICC2k,ICC3k
glcm_JointEntropy_log-sigma-3-0-mm-3D,0.9759103505351221,0.9759115675692701,0.9760101856688272,0.9878083287238443,0.9878089521686625,0.9878594682835338
glcm_Imc1_log-sigma-3-0-mm-3D,0.9655695538501815,0.9655657690047118,0.9653535316189399,0.9824832216787365,0.9824812623732634,0.9823713811160883
glcm_Imc2_log-sigma-3-0-mm-3D,0.985433116275636,0.9854340535408501,0.9855608798334982,0.9926631204018148,0.9926635959360258,0.9927279388342338
glcm_Idm_log-sigma-3-0-mm-3D,0.978432757602753,0.9784330263942004,0.9784574153244308,0.9890988246558453,0.9890989619976641,0.9891114236229155
glcm_Idmn_log-sigma-3-0-mm-3D,0.9072333040875965,0.9072744234060376,0.9080794452408981,0.9513605935290741,0.9513832013599952,0.951825614500293
glcm_Id_log-sigma-3-0-mm-3D,0.9777820157545747,0.9777823527058234,0.9778120111099861,0.9887662118128077,0.9887663840949029,0.9887815481120666
glcm_Idn_log-sigma-3-0-mm-3D,0.9571214988828882,0.9571217190462947,0.9571315479972398,0.9780910377094184,0.9780911526675001,0.9780962848171202
glcm_InverseVariance_log-sigma-3-0-mm-3D,0.9398163058981289,0.9398313371547251,0.9403010293615959,0.9689745395381619,0.9689825286905984,0.9692321089691703
glcm_MaximumProbability_log-sigma-3-0-mm-3D,0.9588874796794048,0.9588966936633485,0.9593266950690653,0.9790123114537831,0.9790171138326934,0.9792411826811246
glcm_SumEntropy_log-sigma-3-0-mm-3D,0.9755373773514104,0.9755393912986583,0.9757000452439949,0.9876172311751518,0.9876182632403689,0.987700585008083
gldm_DependenceEntropy_log-sigma-3-0-mm-3D,0.9623181860579682,0.9623230540808113,0.9625717587380193,0.9807972966821811,0.9807998250640554,0.9809289820383189
gldm_DependenceNonUniformity_log-sigma-3-0-mm-3D,0.9994633950121348,0.9994634001253127,0.9994824477736425,0.9997316255005199,0.9997316280584813,0.999741156904411
gldm_DependenceNonUniformityNormalized_log-sigma-3-0-mm-3D,0.9962133353676662,0.9962133187099608,0.996204554013971,0.9981030761766571,0.998103067816176,0.9980986688070633
gldm_DependenceVariance_log-sigma-3-0-mm-3D,0.9903220496115942,0.9903217777917679,0.9902661515563831,0.9951374952660076,0.9951373580311371,0.9951092729803976
gldm_GrayLevelNonUniformity_log-sigma-3-0-mm-3D,0.9984012809524644,0.9984013164401968,0.9984456426422925,0.9992000009894041,0.9992000187616715,0.9992222168446612
gldm_GrayLevelVariance_log-sigma-3-0-mm-3D,0.9980811341585935,0.9980811233964813,0.9980699278867197,0.9990396456837501,0.9990396402923536,0.9990340317491682
gldm_HighGrayLevelEmphasis_log-sigma-3-0-mm-3D,0.9972820558646576,0.9972820679244726,0.9972909181020202,0.9986391786140763,0.9986391846604061,0.9986436217811704
gldm_LargeDependenceEmphasis_log-sigma-3-0-mm-3D,0.9542048226528291,0.9542156357106033,0.9546664632527274,0.9765658252316644,0.9765714880933556,0.9768075333569525
gldm_LargeDependenceHighGrayLevelEmphasis_log-sigma-3-0-mm-3D,0.9835960674862478,0.9835958547149536,0.9835703394265861,0.9917302051649354,0.9917300970124262,0.99171712731994
gldm_LargeDependenceLowGrayLevelEmphasis_log-sigma-3-0-mm-3D,0.8473938218356997,0.8475348956869809,0.8491047728950266,0.9173938029019388,0.9174764684180284,0.9183955234355238
gldm_LowGrayLevelEmphasis_log-sigma-3-0-mm-3D,0.7952873014483957,0.7954083325472702,0.7963499752814925,0.8859721792793572,0.8860472775223998,0.8866312091069031
gldm_SmallDependenceEmphasis_log-sigma-3-0-mm-3D,0.9940181053456983,0.9940179865585491,0.9939785101449874,0.9970000800703539,0.9970000203198893,0.996980163113907
gldm_SmallDependenceHighGrayLevelEmphasis_log-sigma-3-0-mm-3D,0.9979634023373465,0.9979633924546394,0.9979537071995176,0.9989806631791799,0.9989806582277473,0.9989758056990466
gldm_SmallDependenceLowGrayLevelEmphasis_log-sigma-3-0-mm-3D,0.8807777947954254,0.8807501636953776,0.8803421051337795,0.9366101590871119,0.9365945362618949,0.9363637635196669
glrlm_GrayLevelNonUniformity_log-sigma-3-0-mm-3D,0.999444107373662,0.9994441108209482,0.9994565067862335,0.9997219764111995,0.9997219781358011,0.9997281795268255
glrlm_GrayLevelNonUniformityNormalized_log-sigma-3-0-mm-3D,0.9413986411622794,0.9414169442017327,0.9420053797593033,0.9698148759377739,0.9698245881837839,0.9701367355388663
glrlm_GrayLevelVariance_log-sigma-3-0-mm-3D,0.9981007591633494,0.998100748579634,0.998089624665348,0.9990494769455741,0.9990494716436515,0.9990438990768635
glrlm_HighGrayLevelRunEmphasis_log-sigma-3-0-mm-3D,0.9972717039253208,0.9972717136984081,0.9972788584459404,0.998633988520782,0.9986339934206849,0.998637575548075
glrlm_LongRunEmphasis_log-sigma-3-0-mm-3D,0.9377098149452359,0.9377301245841493,0.93834201512478,0.9678537082413836,0.96786452632086,0.9681903480427572
glrlm_LongRunHighGrayLevelEmphasis_log-sigma-3-0-mm-3D,0.9754840894799609,0.9754820742314385,0.9753217281027725,0.9875899225660214,0.9875888897761322,0.987506707618242
glrlm_LongRunLowGrayLevelEmphasis_log-sigma-3-0-mm-3D,0.9108422008347742,0.9108911150727811,0.911891689055823,0.9533410979063178,0.9533678898685837,0.9539156368278954
glrlm_LowGrayLevelRunEmphasis_log-sigma-3-0-mm-3D,0.7938802409823024,0.7939827465472371,0.7947732450503151,0.8850983726177677,0.8851620764752219,0.8856531010167072
glrlm_RunEntropy_log-sigma-3-0-mm-3D,0.9686461530635961,0.9686437459790129,0.9684950401768362,0.9840733963858304,0.9840721542000513,0.9839954080756366
glrlm_RunLengthNonUniformity_log-sigma-3-0-mm-3D,0.999341404183456,0.9993414056030008,0.9993457136050294,0.9996705936188957,0.9996705943291359,0.9996727497448198
glrlm_RunLengthNonUniformityNormalized_log-sigma-3-0-mm-3D,0.9728771671283852,0.9728797674751938,0.9730663490160734,0.9862521431523822,0.9862534793189585,0.9863493434990882
glrlm_RunPercentage_log-sigma-3-0-mm-3D,0.9666474022256049,0.9666518655861669,0.9669106562758413,0.9830408858564831,0.9830431938680242,0.9831769970747882
glrlm_RunVariance_log-sigma-3-0-mm-3D,0.9617870724063036,0.9617952103319584,0.9622050377676061,0.9805213684343301,0.9805255974391044,0.9807385255338081
glrlm_ShortRunEmphasis_log-sigma-3-0-mm-3D,0.9395454723212074,0.9395607293890736,0.9400352076956988,0.9688305695630627,0.9688386809986798,0.9690908741931931
glrlm_ShortRunHighGrayLevelEmphasis_log-sigma-3-0-mm-3D,0.9977161601621289,0.9977161628867319,0.9977185434275403,0.9988567746092188,0.9988567759746371,0.9988579689666667
glrlm_ShortRunLowGrayLevelEmphasis_log-sigma-3-0-mm-3D,0.7785867096047066,0.7785945339416815,0.7786495660183842,0.8755116693498161,0.8755166161634128,0.8755514080960185
glszm_GrayLevelNonUniformity_log-sigma-3-0-mm-3D,0.9970159579800256,0.9970160042472817,0.9970469224615878,0.9985057495369277,0.9985057727397417,0.9985212778401961
glszm_GrayLevelNonUniformityNormalized_log-sigma-3-0-mm-3D,0.8737319278367814,0.8739214053213714,0.8765521081700439,0.9326114529579508,0.9327193796278738,0.9342155801096625
glszm_GrayLevelVariance_log-sigma-3-0-mm-3D,0.9940141875536267,0.994014154657973,0.9940032293620563,0.9969981093997545,0.99699809285303,0.9969925973290112
glszm_HighGrayLevelZoneEmphasis_log-sigma-3-0-mm-3D,0.9965742203576411,0.9965742513327454,0.9965922732444581,0.9982841711530537,0.9982841866937991,0.9982932285168046
glszm_LargeAreaEmphasis_log-sigma-3-0-mm-3D,0.8995298826956772,0.8995511546441055,0.8999322293852559,0.9471079037926254,0.9471196945076669,0.9473308736664138
glszm_LargeAreaHighGrayLevelEmphasis_log-sigma-3-0-mm-3D,0.9774566610172775,0.9774553956778537,0.9773456804292611,0.9885998315780405,0.9885991844006078,0.9885430656890398
glszm_LargeAreaLowGrayLevelEmphasis_log-sigma-3-0-mm-3D,0.8973549752004543,0.8973690084649254,0.8976144458046416,0.9459009905151241,0.9459087868110017,0.9460451229059104
glszm_LowGrayLevelZoneEmphasis_log-sigma-3-0-mm-3D,0.8164575167265291,0.8165458491262702,0.8173325546851621,0.8989558073429451,0.8990093473489985,0.899485955476936
glszm_SizeZoneNonUniformity_log-sigma-3-0-mm-3D,0.9986640822819126,0.9986640931222709,0.9986803007858882,0.9993315946736971,0.9993316001011244,0.999339714703951
glszm_SizeZoneNonUniformityNormalized_log-sigma-3-0-mm-3D,0.9550199369981819,0.9550158804000584,0.9548436522300908,0.9769925297688358,0.9769904070596417,0.976900276542119
glszm_SmallAreaEmphasis_log-sigma-3-0-mm-3D,0.920360486400643,0.9203760018727966,0.9207347593255594,0.9585288730093451,0.9585372874637299,0.9587318132867687
glszm_SmallAreaHighGrayLevelEmphasis_log-sigma-3-0-mm-3D,0.9976804782128028,0.9976804911241001,0.9976915981486715,0.9988388924993289,0.9988388989699776,0.998844465355179
glszm_SmallAreaLowGrayLevelEmphasis_log-sigma-3-0-mm-3D,0.9866835952994035,0.9866835369669947,0.9866748927234006,0.9932971688435421,0.9932971392850344,0.9932927590088316
glszm_ZoneEntropy_log-sigma-3-0-mm-3D,0.9252646515159635,0.9252780561732765,0.9256100941277121,0.961181779125696,0.9611890118483758,0.9613681367276038
glszm_ZonePercentage_log-sigma-3-0-mm-3D,0.9950030455126614,0.9950029778781287,0.9949760435765723,0.9974952647322628,0.9974952307453766,0.9974816958631639
glszm_ZoneVariance_log-sigma-3-0-mm-3D,0.9212291446365196,0.921241998267349,0.9215427483411162,0.958999760344369,0.9590067249187358,0.9591696558785295
ngtdm_Busyness_log-sigma-3-0-mm-3D,0.9294344387844944,0.9294997702771656,0.9312240748181103,0.9634268157564553,0.9634619133887188,0.9643873923908248
ngtdm_Coarseness_log-sigma-3-0-mm-3D,0.7843734611852409,0.7842207634898969,0.7831116296911704,0.8791584029323476,0.8790624787439175,0.878365231487838
ngtdm_Complexity_log-sigma-3-0-mm-3D,0.9979251134223905,0.9979251090038901,0.9979208588305752,0.9989614793048698,0.9989614770910284,0.9989593475836467
ngtdm_Contrast_log-sigma-3-0-mm-3D,0.9917048714751904,0.9917049759681676,0.9917299614319118,0.9958351618035328,0.9958352144861212,0.9958478113357583
ngtdm_Strength_log-sigma-3-0-mm-3D,0.9947238337581535,0.9947243493231321,0.9949187879591233,0.9973549389882679,0.9973551981361946,0.9974529228600453
firstorder_10Percentile_wavelet-LLH,0.99682653748703,0.9968265122823425,0.9968106782828972,0.998410747026147,0.9984107343837144,0.9984027921365858
firstorder_90Percentile_wavelet-LLH,0.9936265113918894,0.9936265563097002,0.9936405618761168,0.9968030678907551,0.9968030904934888,0.9968101380732851
firstorder_Energy_wavelet-LLH,0.9996880476899064,0.9996880489863469,0.9996963582488173,0.999843999512597,0.9998440001610195,0.9998481560713305
firstorder_Entropy_wavelet-LLH,0.9839910255650577,0.9839918009845682,0.9840871325581826,0.9919309239665624,0.9919313179583263,0.9919797537211482
firstorder_InterquartileRange_wavelet-LLH,0.9972728962683304,0.9972728739267972,0.997256534071654,0.9986345863217967,0.9986345751205037,0.9986263827998334
firstorder_Kurtosis_wavelet-LLH,0.9790623034674378,0.9790628668062509,0.9791155539576861,0.9894203954590626,0.9894206831198158,0.9894475863218039
firstorder_Maximum_wavelet-LLH,0.9898902006318531,0.9898909972794182,0.9900470277851336,0.9949194184860367,0.9949198208673727,0.9949986246174576
firstorder_MeanAbsoluteDeviation_wavelet-LLH,0.9973538497283646,0.9973538470637051,0.9973518384075171,0.998675172017219,0.9986751706813567,0.9986741636893607
firstorder_Mean_wavelet-LLH,0.8662832644373483,0.8662997902859729,0.8665139725823294,0.9283513183069961,0.9283608076205484,0.9284837781133821
firstorder_Median_wavelet-LLH,0.9721162352742826,0.9721136369644967,0.971932500611324,0.9858609932685639,0.985859657114675,0.9857665009426161
firstorder_Minimum_wavelet-LLH,0.9949778637264722,0.9949777872749337,0.9949474952786476,0.997482610526742,0.9974825721082706,0.9974673495250828
firstorder_Range_wavelet-LLH,0.9955000521315036,0.9955000814211599,0.9955130407867592,0.9977449522671323,0.9977449669780843,0.997751475875361
firstorder_RobustMeanAbsoluteDeviation_wavelet-LLH,0.9975448730356843,0.9975448532708276,0.9975287921760835,0.9987709277536356,0.9987709178468999,0.9987628674822632
firstorder_RootMeanSquared_wavelet-LLH,0.9967120156428849,0.9967120941568878,0.9967596975426188,0.9983533006606081,0.9983533400470033,0.9983772196216856
firstorder_Skewness_wavelet-LLH,0.8964591522701811,0.8965217267988765,0.8976066573314715,0.9454030699232968,0.9454378656785632,0.9460407970888339
firstorder_TotalEnergy_wavelet-LLH,0.9994470314115864,0.9994470339598911,0.9994562457645244,0.999723439241087,0.9997234405159443,0.9997280489449932
firstorder_Uniformity_wavelet-LLH,0.9477902180020056,0.9477946948150665,0.9479572631037799,0.9731953772457335,0.9731977372543926,0.9732834298359823
firstorder_Variance_wavelet-LLH,0.9966198989463401,0.9966198767325,0.9966067774416785,0.9983070883669728,0.9983070772224146,0.9983005053390286
glcm_Autocorrelation_wavelet-LLH,0.9974764880745612,0.997476478002235,0.9974685154258442,0.9987366499978825,0.9987366449489864,0.9987326535789647
glcm_JointAverage_wavelet-LLH,0.9951798006326965,0.995179728752871,0.9951500489797065,0.997584077702784,0.997584041589004,0.9975691296888805
glcm_ClusterProminence_wavelet-LLH,0.9891075039102492,0.9891071640254248,0.9890454405172608,0.994523927908201,0.9945237560994297,0.9944925544386304
glcm_ClusterShade_wavelet-LLH,0.8888745699768231,0.8889306646031151,0.8898290120990443,0.9411684440092069,0.9411998875987214,0.9417031979106998
glcm_ClusterTendency_wavelet-LLH,0.9953026377402825,0.9953025894929879,0.9952821441162353,0.9976457895805534,0.9976457653431875,0.997635494359694
glcm_Contrast_wavelet-LLH,0.9986056135267446,0.9986056100429682,0.9986006201764266,0.9993023203458361,0.9993023186015165,0.9992998201794564
glcm_Correlation_wavelet-LLH,0.9576095617354488,0.9576118350934005,0.9577145576928489,0.9783458156860597,0.978347002124363,0.9784006089442456
glcm_DifferenceAverage_wavelet-LLH,0.9976838980379106,0.9976838821448628,0.997670190156926,0.9988406063820386,0.9988405984170776,0.9988337364923632
glcm_DifferenceEntropy_wavelet-LLH,0.9883611607492365,0.9883613114752496,0.9883869112133573,0.994146516497849,0.9941465927457042,0.9941595427322764
glcm_DifferenceVariance_wavelet-LLH,0.9955775780035905,0.9955776594941914,0.9956143512489858,0.9977838887121423,0.9977839296382334,0.9978023565784294
glcm_JointEnergy_wavelet-LLH,0.9362852975121743,0.9362905408272151,0.9364446677153438,0.9670943622979066,0.9670971593211588,0.9671793708623546
glcm_JointEntropy_wavelet-LLH,0.9846579583650841,0.9846578764697125,0.9846473644317624,0.9922696797348626,0.9922696381516506,0.9922643005284552
glcm_Imc1_wavelet-LLH,0.9673834772082164,0.9673921003737567,0.9679038897831904,0.9834213699720262,0.9834258256805806,0.9836902043928855
glcm_Imc2_wavelet-LLH,0.9592551094475823,0.9592872966554786,0.960805309826495,0.9792038870507752,0.9792206567081722,0.9800109220547892
glcm_Idm_wavelet-LLH,0.9775560555943941,0.9775558630100228,0.9775390871040704,0.9886506658852409,0.9886505673949383,0.9886419878917178
glcm_Idmn_wavelet-LLH,0.9576189092336255,0.9576141204248966,0.9573977600308022,0.9783506940158408,0.9783481948087381,0.9782352668225556
glcm_Id_wavelet-LLH,0.9809440028363778,0.9809437829637461,0.9809211467603147,0.9903803453624448,0.9903802333008443,0.9903686962649232
glcm_Idn_wavelet-LLH,0.9786006362512303,0.9785994365664167,0.9784897249621863,0.9891845967515132,0.9891839838634944,0.9891279318934928
glcm_InverseVariance_wavelet-LLH,0.9874339751820301,0.9874335312588989,0.9873637695605636,0.9936772617481198,0.9936770369708208,0.9936417123865399
glcm_MaximumProbability_wavelet-LLH,0.9315242186087211,0.9315285639391286,0.9316468046691163,0.9645483185084772,0.9645506479483628,0.9646140302845931
glcm_SumEntropy_wavelet-LLH,0.983444453593873,0.9834450329220665,0.9835138651184828,0.9916531333276667,0.9916534278474337,0.9916884196418095
gldm_DependenceEntropy_wavelet-LLH,0.9743477351172236,0.9743490725294582,0.9744506808879355,0.987007220447287,0.9870079066425276,0.9870600368196715
gldm_DependenceNonUniformity_wavelet-LLH,0.9998676674249358,0.999867668178817,0.9998790605340975,0.9999338293342006,0.999933829711191,0.999939526610239
gldm_DependenceNonUniformityNormalized_wavelet-LLH,0.9969168118016137,0.9969167891370643,0.9969021326604021,0.9984560257191663,0.9984560143518709,0.9984486634127279
gldm_DependenceVariance_wavelet-LLH,0.9682829354532556,0.9682828136335436,0.9682753756799136,0.9838859221022304,0.9838858592135421,0.9838820194002947
gldm_GrayLevelNonUniformity_wavelet-LLH,0.9990475131488216,0.9990475340939069,0.9990914739266069,0.9995235296585432,0.9995235401410679,0.9995455305146149
gldm_GrayLevelVariance_wavelet-LLH,0.99662235568353,0.9966223335480161,0.9966092709184378,0.9983083208966106,0.9983083097913756,0.9983017563170973
gldm_HighGrayLevelEmphasis_wavelet-LLH,0.9976781976867605,0.9976781867865298,0.9976688192188887,0.9988377495855298,0.9988377441227384,0.9988330494230656
gldm_LargeDependenceEmphasis_wavelet-LLH,0.9731487057234557,0.9731506700810382,0.9732930762991334,0.9863916519831184,0.9863926610744536,0.9864658098578267
gldm_LargeDependenceHighGrayLevelEmphasis_wavelet-LLH,0.9879965863436024,0.9879961710708388,0.9879278139309349,0.9939620551972502,0.9939618450458608,0.9939272512892742
gldm_LargeDependenceLowGrayLevelEmphasis_wavelet-LLH,0.9984064281154985,0.9984064343802536,0.9984142844443448,0.9992025786836544,0.9992025818210294,0.999206513099912
gldm_LowGrayLevelEmphasis_wavelet-LLH,0.9877238026119479,0.9877233119269125,0.9876443587638273,0.9938239923615542,0.9938237439791424,0.9937837766692543
gldm_SmallDependenceEmphasis_wavelet-LLH,0.9958098542444757,0.9958099146639421,0.9958386334925401,0.997900528576601,0.9979005589133154,0.9979149784769032
gldm_SmallDependenceHighGrayLevelEmphasis_wavelet-LLH,0.99913967402063,0.9991396720277312,0.9991350431426872,0.9995696518904856,0.9995696508931784,0.9995673344528276
gldm_SmallDependenceLowGrayLevelEmphasis_wavelet-LLH,0.924013936925069,0.9240150399486109,0.9240418669716719,0.9605064903030948,0.9605070862370084,0.9605215799446809
glrlm_GrayLevelNonUniformity_wavelet-LLH,0.99908988905155,0.9990899117832774,0.9991398225646673,0.9995447373560167,0.9995447487322314,0.9995697262264381
glrlm_GrayLevelNonUniformityNormalized_wavelet-LLH,0.9572740332699257,0.9572772476742322,0.9574213071026448,0.9781706771745732,0.9781723553081028,0.9782475582835155
glrlm_GrayLevelVariance_wavelet-LLH,0.9965183453635418,0.9965183254374758,0.9965069191006897,0.9982561369172772,0.9982561269194654,0.9982504038098281
glrlm_HighGrayLevelRunEmphasis_wavelet-LLH,0.997679399657931,0.9976793885095105,0.9976698026775236,0.998838351968556,0.9988383463813876,0.9988335423004577
glrlm_LongRunEmphasis_wavelet-LLH,0.9551041310669831,0.9551092994247741,0.9553292521064132,0.9770365842823342,0.9770392884999148,0.9771543601439684
glrlm_LongRunHighGrayLevelEmphasis_wavelet-LLH,0.9962211632700563,0.9962211319397851,0.9962046129088853,0.998107004975464,0.998106989250964,0.9980986983666048
glrlm_LongRunLowGrayLevelEmphasis_wavelet-LLH,0.997584991738641,0.9975849953226619,0.9975879562864512,0.9987910360403454,0.9987910378366913,0.9987925218982433
glrlm_LowGrayLevelRunEmphasis_wavelet-LLH,0.9866932168882473,0.9866926558759865,0.9866094652202387,0.9933020443223766,0.9933017600459463,0.9932596038556191
glrlm_RunEntropy_wavelet-LLH,0.9885374247878713,0.9885378654143131,0.9886138709199396,0.9942356753917511,0.994235898252157,0.9942743389018034
glrlm_RunLengthNonUniformity_wavelet-LLH,0.9997876256126835,0.9997876273622214,0.9998041001120359,0.9998938015294242,0.9998938024043789,0.9999020404608866
glrlm_RunLengthNonUniformityNormalized_wavelet-LLH,0.9775810181470163,0.977582293545814,0.977693534026394,0.9886634319164379,0.988664084156017,0.9887209693565655
glrlm_RunPercentage_wavelet-LLH,0.9767417270756524,0.9767432120132215,0.9768679493849831,0.988234035531412,0.9882347955741341,0.9882986364252537
glrlm_RunVariance_wavelet-LLH,0.9374056561013433,0.9374154703745966,0.9377095205041542,0.967691668648983,0.9676968979641198,0.9678535514034947
glrlm_ShortRunEmphasis_wavelet-LLH,0.9748664626683854,0.9748682983960373,0.9750107259522497,0.9872732978119164,0.987274239186292,0.9873472717290172
glrlm_ShortRunHighGrayLevelEmphasis_wavelet-LLH,0.9978649612683789,0.9978649518317786,0.9978561310367852,0.9989313398187505,0.9989313350903604,0.9989269152418386
glrlm_ShortRunLowGrayLevelEmphasis_wavelet-LLH,0.9690623208448607,0.9690591088800228,0.9688579342798037,0.9842881158063779,0.9842864589587785,0.9841826750533995
glszm_GrayLevelNonUniformity_wavelet-LLH,0.9997500905288247,0.9997500921514626,0.999763074881468,0.9998750296487752,0.999875030460297,0.9998815234056935
glszm_GrayLevelNonUniformityNormalized_wavelet-LLH,0.9602114114688812,0.9602243022212095,0.960846894768624,0.9797018891440372,0.9797085987895778,0.980032553619646
glszm_GrayLevelVariance_wavelet-LLH,0.9951462097525576,0.9951462738502391,0.9951725577440232,0.9975672007275876,0.9975672329325538,0.9975804387258438
glszm_HighGrayLevelZoneEmphasis_wavelet-LLH,0.9976420649052314,0.9976420504682691,0.9976298340640865,0.9988196408474806,0.9988196336119485,0.9988135109440713
glszm_LargeAreaEmphasis_wavelet-LLH,0.9981883144386131,0.998188314372097,0.998188241074893,0.9990933359241989,0.9990933358908807,0.9990932991757911
glszm_LargeAreaHighGrayLevelEmphasis_wavelet-LLH,0.9962450982887343,0.9962450753118598,0.996232883079104,0.9981190176925245,0.9981190061608275,0.998112887051993
glszm_LargeAreaLowGrayLevelEmphasis_wavelet-LLH,0.9975753090290924,0.9975753267545893,0.9975899123467967,0.9987861829489242,0.998786191833201,0.9987935022907821
glszm_LowGrayLevelZoneEmphasis_wavelet-LLH,0.9693063233291597,0.9693058485481625,0.9692758623223107,0.9844139653099007,0.9844137204617219,0.9843982560973162
glszm_SizeZoneNonUniformity_wavelet-LLH,0.9998526187771799,0.9998526192572215,0.9998591326197777,0.9999263039578835,0.9999263041979397,0.9999295613486346
glszm_SizeZoneNonUniformityNormalized_wavelet-LLH,0.9850087442857476,0.9850117491629161,0.9854067829613392,0.9924477633877393,0.9924492886032517,0.9926497596543443
glszm_SmallAreaEmphasis_wavelet-LLH,0.9612759626625181,0.9612940851050891,0.9621946791036885,0.9802556916646691,0.9802651141463893,0.9807331447287481
glszm_SmallAreaHighGrayLevelEmphasis_wavelet-LLH,0.9982657759259672,0.9982657670284254,0.9982555238074424,0.999132135427166,0.9991321309706699,0.9991270004402472
glszm_SmallAreaLowGrayLevelEmphasis_wavelet-LLH,0.9559484376334254,0.9559443036575058,0.9557649180037963,0.9774781576451606,0.9774759964994337,0.9773822090840276
glszm_ZoneEntropy_wavelet-LLH,0.9664373476525621,0.9664351524559339,0.966308747803346,0.9829322544206641,0.982931119034286,0.9828657365053722
glszm_ZonePercentage_wavelet-LLH,0.9958234585156039,0.9958234999370994,0.9958432527957238,0.9979073592573652,0.9979073800548836,0.9979172977645145
glszm_ZoneVariance_wavelet-LLH,0.9984196297317175,0.998419628810121,0.9984184643502594,0.9992091899795367,0.9992091895180094,0.9992086063665075
ngtdm_Busyness_wavelet-LLH,0.9991955985042983,0.9991956022351152,0.999204870865741,0.9995976374216192,0.999597639288529,0.9996022773124223
ngtdm_Coarseness_wavelet-LLH,0.9722748046554699,0.9722913749390675,0.9734549681755811,0.9859425292666691,0.9859510489104134,0.9865489548773645
ngtdm_Complexity_wavelet-LLH,0.9979548456618762,0.997954843233646,0.9979524734779383,0.9989763760965047,0.9989763748799028,0.9989751875736576
ngtdm_Contrast_wavelet-LLH,0.9826372142007089,0.9826374640881835,0.9826657493950778,0.9912425805008958,0.9912427076425686,0.9912570988780075
ngtdm_Strength_wavelet-LLH,0.9738423346850938,0.973858079487993,0.9750318604258595,0.9867478446199811,0.9867559269920825,0.9873581079503413
firstorder_10Percentile_wavelet-LHL,0.9940335314632451,0.9940334222787619,0.993997042617087,0.9970078394156308,0.9970077844961998,0.9969894853128598
firstorder_90Percentile_wavelet-LHL,0.9956489324427898,0.9956489321978972,0.9956488201210556,0.9978197229550368,0.9978197228320561,0.9978196665490071
firstorder_Energy_wavelet-LHL,0.9993445142204405,0.9993445225931463,0.9993700530676811,0.9996721496596023,0.9996721538487007,0.9996849272942984
firstorder_Entropy_wavelet-LHL,0.9901543973712206,0.990154123085491,0.9900989573378968,0.9950528448236055,0.995052706320431,0.9950248490781848
firstorder_InterquartileRange_wavelet-LHL,0.9960616737039529,0.9960616427467118,0.9960459838940187,0.9980269515977735,0.9980269360580123,0.9980190756436044
firstorder_Kurtosis_wavelet-LHL,0.6029140978859625,0.6029484191197136,0.6030526661423793,0.7522725000436751,0.7522992155303824,0.7523803539076209
firstorder_Maximum_wavelet-LHL,0.972944587336504,0.9729496097326183,0.9733109683477289,0.9862867853272954,0.9862893658642161,0.9864749995918697
firstorder_MeanAbsoluteDeviation_wavelet-LHL,0.9945676152208202,0.9945675170320583,0.9945315652992482,0.9972764098154785,0.997276360453305,0.9972582862082048
firstorder_Mean_wavelet-LHL,0.9661149211674913,0.9661292245697598,0.9669455491372583,0.982765463774423,0.9827728640584893,0.9831950351257868
firstorder_Median_wavelet-LHL,0.9808877519786524,0.9808889581929804,0.9810127857696106,0.9903516754029819,0.9903522902038623,0.9904154004624393
firstorder_Minimum_wavelet-LHL,0.9571182824889131,0.9571189447975962,0.9571485111399349,0.9780893582698776,0.9780897040946898,0.9781051419367729
firstorder_Range_wavelet-LHL,0.9747836132744105,0.9747871727386683,0.9750624461126107,0.9872308102234159,0.9872326356939184,0.9873737896558804
firstorder_RobustMeanAbsoluteDeviation_wavelet-LHL,0.9959557623656624,0.9959557190518964,0.9959343861467252,0.9979737839331949,0.9979737621884595,0.9979630523520747
firstorder_RootMeanSquared_wavelet-LHL,0.9897027437236093,0.9897023942358032,0.9896352180032131,0.9948247263020203,0.9948245497447109,0.9947906119156913
firstorder_Skewness_wavelet-LHL,0.522125591844251,0.5231765516649534,0.5254878981518023,0.6860479774361177,0.686954576727274,0.6889440405111764
firstorder_TotalEnergy_wavelet-LHL,0.9988240664397058,0.9988240962993893,0.9988748238017753,0.9994116873115357,0.9994117022589493,0.999437095217356
firstorder_Uniformity_wavelet-LHL,0.9891284158304626,0.9891281518664085,0.9890801217735348,0.9945344985859053,0.9945343651572222,0.9945100862921858
firstorder_Variance_wavelet-LHL,0.9909994494365368,0.9909992966664491,0.9909656565220524,0.9954793806869157,0.9954793036096895,0.9954623308300911
glcm_Autocorrelation_wavelet-LHL,0.9025010641272152,0.9025575893364838,0.9036053234383229,0.9487522305710179,0.9487834632656248,0.9493620471771074
glcm_JointAverage_wavelet-LHL,0.9573382518756796,0.9573387597174768,0.9573615524173887,0.9782042025268558,0.9782044676371294,0.9782163660413419
glcm_ClusterProminence_wavelet-LHL,0.8128026479192885,0.8128435097714034,0.8131985233165271,0.8967359451424156,0.8967608129329394,0.8969768206396982
glcm_ClusterShade_wavelet-LHL,0.7912403169665438,0.7913464487359099,0.7921518962354703,0.8834552343110557,0.8835213861554645,0.884023165558049
glcm_ClusterTendency_wavelet-LHL,0.9949698511003205,0.9949698668843434,0.994976111123224,0.9974785840012043,0.9974785919330639,0.9974817298068059
glcm_Contrast_wavelet-LHL,0.9819846806420135,0.9819844021000677,0.9819540373440443,0.9909104648820237,0.9909103230677077,0.9908948631926204
